,location,year,km,fuel,gears,owners,kmpl,engine_size,power,seats,price
5124,3,2009,85000,1,0,2,15.0,1896.0,105.0,5.0,350000.0
5125,6,2016,60924,0,1,1,15.63,1499.0,110.4,5.0,830000.0000000001
5126,3,2012,45000,0,0,1,21.1,814.0,55.2,5.0,250000.0
5127,9,2011,44000,0,1,1,19.15,1198.0,75.94,5.0,265000.0
5128,8,2016,30534,0,1,1,19.0,1199.0,88.7,5.0,742000.0
5129,8,2016,46399,0,0,1,16.47,1198.0,74.0,5.0,463000.0
5130,9,2008,42000,0,0,1,19.7,796.0,46.3,5.0,109000.00000000001
5131,5,2011,67000,1,0,1,22.32,1582.0,126.32,5.0,380000.0
5133,4,2015,27000,0,0,1,17.57,1193.0,88.7,5.0,527000.0
5134,10,2012,39566,0,0,2,18.4,1198.0,86.8,5.0,275000.0
5135,3,2016,14980,1,0,1,27.3,1498.0,98.6,5.0,740000.0
5136,7,2017,18491,0,1,1,24.07,998.0,67.1,5.0,390000.0
5137,7,2000,90000,0,0,2,17.3,993.0,60.0,5.0,70000.0
5138,11,2015,118211,1,0,1,22.54,1396.0,88.73,5.0,590000.0
5139,4,2016,63316,1,0,1,22.7,1598.0,118.0,5.0,958000.0
5140,5,2014,42000,1,1,1,14.21,2143.0,203.0,5.0,2495000.0
5141,8,2015,25648,0,0,1,13.7,1399.0,98.82,7.0,429000.0
5142,5,2011,67612,1,1,2,14.21,2143.0,203.0,5.0,1150000.0
5143,10,2016,33000,1,0,1,16.0,2179.0,140.0,7.0,965000.0
5144,10,2015,20000,0,0,1,20.36,1197.0,78.9,5.0,375000.0
5145,11,2007,143000,0,0,2,14.2,1341.0,82.9,5.0,110000.00000000001
5146,4,2014,118218,1,1,1,12.07,2967.0,241.4,7.0,3141000.0
5147,11,2012,99000,1,0,3,12.05,2179.0,120.0,8.0,600000.0
5148,11,2016,22700,0,0,1,18.7,1199.0,88.7,5.0,555000.0
5149,7,2017,28000,1,0,1,14.0,2179.0,138.1,7.0,1091000.0
5150,9,2014,62000,1,0,1,15.1,2179.0,140.0,7.0,725000.0
5151,6,2012,107023,1,0,1,22.07,1199.0,73.9,5.0,390000.0
5152,5,2012,71082,1,0,1,19.3,1248.0,73.9,5.0,395000.0
5153,10,2013,60000,1,1,1,15.73,1968.0,174.33,5.0,2200000.0
5154,5,2014,21701,0,0,1,23.1,998.0,67.04,5.0,338000.0
5155,10,2011,56000,0,0,1,16.8,1497.0,116.3,5.0,345000.0
5156,5,2016,32450,0,0,1,18.6,1197.0,81.83,5.0,575000.0
5157,7,2016,12500,0,0,1,25.17,799.0,53.3,5.0,275000.0
5158,8,2019,20483,1,1,1,17.9,2143.0,136.0,5.0,3030000.0
5159,6,2014,45800,1,0,1,22.7,1498.0,89.84,5.0,750000.0
5160,4,2015,35441,0,0,1,18.6,1197.0,81.83,5.0,687000.0
5161,2,2015,86398,1,0,1,12.99,2494.0,100.6,7.0,1520000.0
5162,3,2012,150000,1,0,1,21.64,1461.0,84.8,5.0,350000.0
5163,6,2014,89000,1,0,1,25.2,1248.0,74.0,5.0,585000.0
5164,6,2010,68375,0,0,1,19.0,998.0,66.1,5.0,250000.0
5165,11,2013,52000,0,0,1,18.6,1197.0,85.8,5.0,395000.0
5166,7,2017,39000,1,1,1,17.9,2143.0,136.0,5.0,2700000.0
5167,2,2014,68000,0,0,2,16.02,1373.0,93.7,7.0,675000.0
5168,7,2007,71000,0,0,2,18.9,998.0,67.1,5.0,150000.0
5169,6,2012,72003,1,0,1,22.07,1199.0,73.9,5.0,390000.0
5170,6,2014,135670,1,0,1,22.7,1498.0,89.84,5.0,655000.0
5171,8,2017,65850,1,0,1,25.1,1498.0,98.6,5.0,944000.0
5172,4,2015,53920,0,0,1,14.28,1798.0,138.03,5.0,1077000.0
5173,1,2014,58000,1,0,1,15.1,2179.0,140.0,7.0,750000.0
5174,9,2016,4000,0,0,1,24.7,796.0,47.3,5.0,300000.0
5175,3,2010,58000,1,1,1,18.59,2993.0,265.0,5.0,1175000.0
5176,8,2016,29832,0,0,1,21.1,814.0,55.2,5.0,329000.0
5177,3,2016,71156,1,0,1,26.59,1248.0,74.0,5.0,650000.0
5179,6,2011,54000,1,1,1,16.55,1968.0,147.51,5.0,1800000.0
5180,2,2009,75000,0,1,2,13.7,1798.0,157.75,5.0,495000.0
5181,8,2015,39208,0,0,1,17.57,1193.0,88.7,5.0,451999.99999999994
5182,9,2014,41000,1,0,1,17.0,2149.0,139.07,7.0,800000.0
5183,4,2013,38622,0,0,1,17.4,1497.0,117.3,5.0,626000.0
5186,10,2011,45000,0,1,1,14.4,1598.0,103.6,5.0,335000.0
5187,10,2014,48656,0,1,1,15.74,1591.0,121.3,5.0,550000.0
5188,2,2012,79000,1,1,1,22.0,1582.0,126.2,5.0,525000.0
5189,2,2012,88000,1,1,1,16.55,1968.0,140.0,5.0,1625000.0
5190,5,2009,92000,0,0,1,15.5,1586.0,103.3,5.0,270000.0
5191,3,2019,9000,1,1,1,12.62,2198.0,158.0,7.0,3290000.0
5192,4,2008,50121,0,0,1,20.4,1197.0,83.11,5.0,341000.0
5193,6,2014,79000,1,0,1,24.0,1120.0,70.0,5.0,415000.00000000006
5194,6,2014,46000,1,0,2,20.14,1498.0,88.8,5.0,590000.0
5196,9,2015,41000,0,0,1,18.6,1197.0,81.83,5.0,475000.0
5197,3,2015,25000,0,1,1,24.07,998.0,67.1,5.0,350000.0
5198,11,2014,71899,1,0,1,20.77,1248.0,88.76,7.0,725000.0
5199,10,2016,7100,0,1,1,23.1,998.0,67.04,5.0,434999.99999999994
5200,4,2018,38171,0,1,2,22.5,999.0,67.0,5.0,499000.0
5201,2,2013,70359,1,0,1,12.05,2179.0,120.0,8.0,765000.0
5202,3,2011,200000,1,0,1,12.8,2494.0,102.0,7.0,900000.0
5203,3,2017,26969,1,0,1,22.07,1199.0,73.9,5.0,690000.0
5205,9,2014,40000,1,0,1,20.45,1461.0,83.8,5.0,575000.0
5206,9,2014,41000,1,0,1,17.0,2200.0,139.01,7.0,800000.0
5207,8,2017,53105,0,1,1,22.5,999.0,67.0,5.0,441000.0
5208,10,2013,23000,1,0,1,21.14,1498.0,103.52,5.0,495000.0
5209,6,2016,80999,1,1,1,16.0,2179.0,140.0,7.0,1440000.0
5211,4,2017,68557,1,0,1,15.96,2523.0,62.1,7.0,814000.0
5212,6,2016,34000,1,0,1,20.64,1498.0,108.5,5.0,844999.9999999999
5213,11,2015,77000,1,0,1,12.99,2494.0,100.0,8.0,1250000.0
5214,10,2012,48000,1,0,1,15.1,2179.0,140.0,7.0,650000.0
5215,4,2015,28232,0,0,2,15.8,1499.0,110.0,5.0,772000.0
5217,3,2009,120000,1,0,2,13.93,2179.0,138.0,7.0,300000.0
5218,10,2013,49000,1,1,1,8.2,2993.0,245.0,4.0,2900000.0
5219,9,2014,22000,0,0,1,16.47,1198.0,74.0,5.0,411000.00000000006
5220,4,2015,14925,0,0,1,18.5,1197.0,82.9,5.0,537000.0
5221,10,2013,75000,1,0,1,20.77,1248.0,88.8,7.0,655000.0
5222,3,2015,23000,0,0,1,17.4,1497.0,117.3,5.0,700000.0
5223,10,2014,57000,0,0,1,17.0,1497.0,118.0,5.0,548000.0
5224,8,2013,76718,1,1,1,16.96,1968.0,138.03,5.0,651000.0
5225,11,2016,138000,1,0,1,25.8,1498.0,98.6,5.0,515000.00000000006
5226,6,2013,140000,1,0,2,15.1,2179.0,140.0,7.0,900000.0
5227,10,2008,110000,0,1,2,14.53,1798.0,138.1,5.0,275000.0
5229,2,2012,73000,1,1,1,22.69,1995.0,190.0,5.0,1250000.0
5230,8,2017,63423,1,0,1,23.0,1498.0,98.96,5.0,769000.0
5231,8,2013,62132,0,0,1,18.5,1197.0,82.85,5.0,457000.0
5232,10,2013,51000,0,1,1,16.8,1497.0,118.0,5.0,450000.0
5233,6,2015,75000,1,0,1,23.2,1248.0,73.94,5.0,490000.00000000006
5234,9,2008,55410,0,0,1,19.81,1086.0,68.05,5.0,165000.0
5235,10,2015,41000,0,0,1,18.2,1199.0,82.4,5.0,325000.0
5236,3,2012,45000,1,0,1,22.32,1582.0,126.32,5.0,625000.0
5237,8,2018,53322,0,0,1,15.8,1591.0,121.3,5.0,1213000.0
5238,7,2013,48000,0,0,1,18.2,1199.0,82.4,5.0,325000.0
5239,6,2013,72000,1,1,1,14.16,1968.0,174.3,5.0,2900000.0
5240,8,2013,50266,0,0,1,17.0,1497.0,118.0,5.0,553000.0
5241,6,2017,21800,0,0,1,17.0,1497.0,121.36,5.0,875000.0
5242,2,2014,45000,1,1,2,12.07,2967.0,241.4,7.0,3790000.0
5243,5,2010,62000,0,0,1,20.36,1197.0,78.9,5.0,240000.0
5244,3,2014,41681,0,0,1,17.0,1197.0,80.0,5.0,455000.0
5245,5,2011,69313,0,0,2,17.5,1197.0,85.8,5.0,265000.0
5246,11,2017,49000,1,0,2,25.0,1396.0,69.0,5.0,160000.0
5247,4,2012,40471,1,1,2,16.2,2993.0,235.0,5.0,2572000.0
5248,1,2013,60000,1,0,1,22.9,1248.0,74.0,5.0,415000.00000000006
5250,2,2008,38000,0,0,2,13.9,1599.0,103.2,5.0,260000.0
5251,10,2008,66000,1,1,2,16.07,1995.0,181.0,5.0,725000.0
5252,8,2017,33901,1,0,1,12.8,2494.0,102.0,8.0,1429000.0
5253,6,2011,57000,1,1,2,14.94,2143.0,204.0,5.0,1725000.0
5254,11,2013,170000,1,0,1,22.54,1582.0,126.2,5.0,750000.0
5255,6,2014,60000,1,0,1,23.2,1248.0,73.94,5.0,434999.99999999994
5256,11,2016,85000,1,0,1,24.3,1248.0,88.5,5.0,890000.0
5257,9,2016,146000,0,0,2,19.1,1197.0,82.0,5.0,350000.0
5258,9,2014,56002,1,0,1,26.0,1498.0,98.6,5.0,610000.0
5259,10,2016,8554,0,0,1,25.17,799.0,53.3,5.0,320000.0
5260,7,2014,62322,1,0,1,23.59,1364.0,67.06,5.0,490000.00000000006
5261,8,2015,37929,0,0,1,24.07,998.0,67.1,5.0,369000.0
5262,3,2016,5400,0,0,1,23.84,1199.0,84.0,5.0,398000.0
5263,9,2013,60000,1,0,1,21.9,1396.0,90.0,5.0,295000.0
5264,8,2014,55730,1,1,1,16.55,1968.0,147.51,5.0,1521000.0
5265,6,2015,62000,1,0,1,28.4,1248.0,74.0,5.0,630000.0
5266,8,2017,14576,0,0,1,17.0,1198.0,73.75,5.0,669000.0
5267,10,2017,17000,0,1,1,16.0,1497.0,117.3,7.0,950000.0
5268,10,2009,28000,0,0,1,17.0,1197.0,80.0,5.0,265000.0
5269,1,2012,58200,1,0,1,14.66,2199.0,194.3,7.0,750000.0
5271,8,2018,12278,0,1,1,23.1,998.0,67.04,5.0,563000.0
5272,4,2018,17665,0,0,1,15.8,1591.0,121.3,5.0,1178000.0
5273,6,2004,200000,1,0,2,17.88,1396.0,52.8,5.0,85000.0
5274,10,2011,55893,0,0,1,15.04,1598.0,103.6,5.0,335000.0
5275,8,2015,60586,0,0,1,23.1,998.0,67.04,5.0,411000.00000000006
5276,1,2015,13500,1,1,1,17.9,2143.0,136.0,5.0,2551000.0
5277,7,2017,30000,0,0,1,22.74,796.0,47.3,5.0,310000.0
5278,5,2018,12000,1,1,1,10.91,3198.0,197.0,7.0,3350000.0
5279,9,2017,65000,0,0,1,17.57,1193.0,88.7,5.0,480000.0
5280,9,2014,38000,0,0,1,16.09,1598.0,103.5,5.0,349000.0
5281,10,2012,25000,0,0,2,17.5,1373.0,91.1,7.0,515000.00000000006
5282,10,2011,100000,1,1,1,14.0,2987.0,224.0,5.0,1441000.0
5283,10,2014,13710,0,0,1,16.2,1199.0,74.0,5.0,475000.0
5284,7,2015,100000,1,1,1,12.55,2982.0,168.5,7.0,1900000.0
5285,6,2017,17000,0,0,1,23.1,998.0,67.04,5.0,490000.00000000006
5286,3,2008,89000,1,1,2,16.07,1995.0,181.0,4.0,630000.0
5287,7,2006,100173,0,0,2,16.9,1497.0,100.0,5.0,240000.0
5288,11,2009,97000,0,0,1,13.17,1999.0,114.0,5.0,300000.0
5289,5,2016,40190,0,0,1,18.06,1198.0,74.93,5.0,425000.0
5290,6,2016,29647,1,0,1,20.14,1498.0,88.0,5.0,630000.0
5291,8,2018,43639,0,0,1,21.1,998.0,100.0,5.0,815000.0
5292,8,2012,37333,0,0,1,20.36,1197.0,78.9,5.0,322000.0
5293,8,2018,48407,0,0,1,18.6,1197.0,81.83,5.0,765000.0
5294,5,2011,25000,0,1,1,10.37,2979.0,306.0,2.0,3000000.0
5295,11,2010,72400,0,0,2,20.36,1197.0,78.9,5.0,229999.99999999997
5296,5,2012,18000,0,1,1,13.6,1598.0,181.0,4.0,2200000.0
5297,11,2012,65167,0,0,1,19.4,1198.0,86.8,5.0,328000.0
5298,8,2016,25418,0,0,1,20.73,1373.0,91.2,5.0,709000.0
5300,3,2012,60000,1,0,1,22.07,1199.0,73.9,5.0,400000.0
5301,5,2011,72000,1,1,1,17.05,1995.0,184.0,5.0,1100000.0
5302,4,2016,31075,1,1,2,12.07,2967.0,241.4,7.0,4979000.0
5303,9,2015,4311,1,0,1,25.83,1498.0,99.0,5.0,480000.0
5304,2,2017,21000,1,1,1,21.76,1995.0,190.0,5.0,3500000.0
5305,2,2011,54000,1,1,1,14.0,2987.0,224.0,5.0,2199000.0
5306,10,2007,50000,0,0,2,17.3,1061.0,64.0,5.0,110000.00000000001
5307,5,2018,13000,0,0,1,21.4,1197.0,83.1,5.0,660000.0
5308,11,2013,74000,0,0,1,22.0,1197.0,81.8,5.0,450000.0
5309,11,2009,75000,0,0,2,14.7,1150.0,76.0,5.0,100000.0
5310,3,2017,25000,1,0,1,20.14,1498.0,88.0,5.0,690000.0
5312,10,2015,52000,1,1,1,14.16,1968.0,174.3,5.0,2549000.0
5313,3,2015,20000,1,1,1,18.53,1968.0,187.74,5.0,3550000.0
5314,8,2018,32663,1,0,1,24.0,1186.0,73.97,5.0,628000.0
5315,5,2012,76777,1,0,2,12.05,2179.0,120.0,8.0,488000.0
5316,6,2016,100303,1,0,1,22.95,1248.0,74.0,5.0,370000.0
5317,8,2015,43993,0,0,1,21.1,814.0,55.2,5.0,345000.0
5318,8,2016,72118,1,0,1,15.4,2179.0,120.0,8.0,1023000.0
5319,2,2010,83000,0,1,2,11.1,2354.0,142.0,5.0,650000.0
5320,10,2016,7523,0,0,1,16.2,1199.0,74.0,5.0,615000.0
5321,10,2014,34670,0,0,1,15.1,1196.0,73.0,7.0,290000.0
5322,1,2016,30000,1,0,1,24.0,1120.0,70.0,5.0,550000.0
5323,3,2017,17000,1,1,1,10.91,3198.0,197.0,7.0,3100000.0
5325,8,2016,65210,1,0,1,22.9,1248.0,74.0,5.0,548000.0
5326,2,2016,19000,0,0,1,18.6,1197.0,81.83,5.0,725000.0
5327,6,2012,50000,0,0,1,17.5,1298.0,85.8,5.0,300000.0
5328,6,2015,47000,1,1,1,22.69,1995.0,190.0,5.0,2950000.0
5329,10,2007,75000,0,0,2,17.7,1497.0,78.0,5.0,149000.0
5330,11,2013,54534,0,1,1,16.95,1197.0,78.9,5.0,365000.0
5331,1,2018,13000,1,0,1,23.0,1498.0,98.96,5.0,1090000.0
5332,2,2015,48808,0,0,1,23.1,998.0,67.04,5.0,430000.0
5333,11,2012,63001,1,0,2,20.77,1248.0,88.76,7.0,611000.0
5334,6,2015,64771,1,0,1,12.8,2494.0,102.0,8.0,1550000.0
5335,10,2016,34634,0,0,1,17.8,1497.0,117.3,5.0,690000.0
5336,2,2012,69242,0,0,1,19.1,1197.0,85.8,5.0,469000.00000000006
5337,8,2011,33292,0,0,1,18.5,1197.0,85.8,5.0,319000.0
5338,11,2012,55000,0,1,2,15.0,1396.0,98.6,5.0,375000.0
5340,3,2011,80000,0,0,2,17.0,1497.0,118.0,5.0,385000.0
5341,4,2016,65003,1,1,1,13.6,4134.0,382.0,5.0,6783000.0
5342,4,2019,16573,0,0,1,17.8,1198.0,86.7,5.0,931000.0
5343,11,2008,152633,0,1,1,12.9,1799.0,130.0,5.0,300000.0
5344,2,2015,53000,0,0,1,18.6,1197.0,81.83,5.0,550000.0
5345,6,2017,50129,1,0,1,19.67,1582.0,126.2,5.0,1330000.0
5346,6,2013,63716,1,1,1,15.73,1968.0,174.33,5.0,2300000.0
5347,10,2018,11000,0,0,1,24.7,796.0,47.3,5.0,335000.0
5348,3,2012,115000,1,1,3,15.06,1995.0,177.0,5.0,1000000.0
5349,5,2013,63265,0,0,1,20.36,1197.0,78.9,5.0,295000.0
5350,11,2016,20000,1,0,1,21.66,1498.0,108.62,5.0,675000.0
5351,11,2010,79000,0,0,3,16.47,1198.0,73.9,5.0,244000.0
5352,10,2015,41000,0,0,1,20.73,1373.0,91.1,5.0,585000.0
5353,8,2015,26323,0,1,1,17.21,1197.0,103.5,5.0,740000.0
5354,11,2016,76000,1,0,1,24.4,1120.0,71.0,5.0,380000.0
5355,6,2008,69972,0,0,1,13.5,1799.0,130.0,5.0,380000.0
5356,9,2008,69000,0,0,1,17.7,1497.0,78.0,5.0,270000.0
5357,7,2016,65000,1,0,1,15.96,2523.0,62.1,7.0,721000.0
5358,6,2016,29512,0,0,1,17.4,1497.0,117.3,5.0,790000.0
5359,9,2017,51000,1,0,1,25.4,1186.0,73.97,5.0,420000.0
5360,10,2014,58003,1,0,1,19.01,1461.0,108.45,5.0,575000.0
5361,6,2013,56500,0,1,1,16.98,998.0,66.1,5.0,345000.0
5362,2,2014,29063,1,1,1,17.11,1968.0,174.33,5.0,2575000.0
5363,4,2018,46811,1,0,1,16.0,2179.0,140.0,7.0,1659000.0
5364,4,2014,31897,0,0,1,18.06,1198.0,74.96,5.0,469000.00000000006
5365,10,2009,52100,1,1,2,13.2,1995.0,170.0,5.0,750000.0
5366,6,2016,73000,1,0,1,13.68,2393.0,147.8,7.0,1650000.0
5367,9,2009,31423,0,0,1,17.0,1497.0,118.0,5.0,199000.0
5368,3,2014,75180,1,0,1,22.9,1248.0,74.0,5.0,525000.0
5369,10,2013,75000,1,0,2,19.64,1461.0,108.45,5.0,540000.0
5370,10,2014,15000,0,0,1,16.47,1198.0,74.0,5.0,390000.0
5371,10,2015,12000,0,0,1,17.19,1197.0,81.86,5.0,580000.0
5372,11,2014,32000,1,1,1,18.12,1995.0,190.0,5.0,3050000.0
5373,6,2017,44504,1,0,1,23.4,1248.0,74.0,5.0,560000.0
5375,7,2015,39437,1,0,1,28.4,1248.0,74.0,5.0,515000.00000000006
5376,4,2017,36931,1,1,1,19.08,1582.0,126.2,5.0,948000.0
5377,2,2016,17800,0,1,2,21.9,624.0,37.48,4.0,238000.0
5378,6,2009,71346,0,0,1,17.5,1298.0,85.8,5.0,380000.0
5379,5,2015,45000,0,0,2,18.6,1197.0,81.83,5.0,550000.0
5380,6,2010,85155,0,0,1,17.0,1197.0,80.0,5.0,355000.0
5381,10,2015,48823,0,0,1,20.73,1373.0,91.1,5.0,635000.0
5382,5,2015,37000,1,1,1,12.7,2179.0,187.7,5.0,3600000.0
5383,6,2005,92000,1,0,2,16.1,1405.0,70.0,5.0,110000.00000000001
5384,10,2014,36000,0,0,1,17.57,1193.0,88.7,5.0,370000.0
5385,5,2016,24569,1,0,1,16.0,1997.0,140.0,7.0,1350000.0
5386,10,2008,95000,0,1,3,11.7,2354.0,177.6,5.0,285000.0
5387,4,2015,25811,0,0,2,25.4,624.0,37.5,4.0,213000.0
5388,1,2015,65000,1,0,1,22.7,1582.0,126.2,5.0,775000.0
5389,3,2017,100400,1,0,1,25.0,1396.0,69.0,5.0,285000.0
5390,7,2014,76414,1,0,1,25.8,1498.0,98.6,5.0,495000.0
5391,8,2012,82103,1,0,1,15.1,2179.0,140.0,7.0,620000.0
5392,11,2013,98000,1,1,1,18.56,1995.0,190.0,5.0,1750000.0
5393,11,2010,45252,0,0,1,18.9,1197.0,81.86,5.0,225000.0
5394,5,2017,10300,0,0,1,21.4,1197.0,83.1,5.0,675000.0
5395,8,2016,42024,1,1,1,19.08,1582.0,126.2,5.0,973000.0
5396,8,2018,51236,1,0,1,25.47,1248.0,88.5,7.0,849000.0
5397,10,2013,52000,0,1,1,13.6,1598.0,181.0,4.0,2500000.0
5398,4,2015,42894,1,0,1,23.2,1248.0,73.94,5.0,559000.0
5399,10,2011,68000,1,1,1,15.6,1896.0,106.0,5.0,480000.0
5401,11,2017,10000,0,0,1,18.6,1197.0,81.83,5.0,650000.0
5402,3,2015,16000,0,0,1,19.4,1198.0,86.8,5.0,434999.99999999994
5403,9,2013,46992,1,0,1,25.8,1498.0,98.6,5.0,375000.0
5404,11,2010,170000,1,1,3,18.48,1995.0,177.0,5.0,1200000.0
5405,5,2014,58000,1,1,1,12.07,2967.0,241.4,7.0,3200000.0
5406,7,2015,50000,1,0,2,24.0,1120.0,70.0,5.0,400000.0
5407,9,2011,39010,1,0,1,23.08,1461.0,63.1,5.0,260000.0
5408,7,2016,26946,0,0,1,18.9,1197.0,82.0,5.0,445000.0
5409,11,2015,28700,0,0,1,21.1,814.0,55.2,5.0,260000.0
5410,3,2011,60000,0,1,1,11.74,1796.0,186.0,5.0,1600000.0
5411,5,2014,38999,1,1,1,12.7,2179.0,187.7,5.0,3250000.0
5412,10,2016,39000,1,1,1,11.18,2696.0,184.0,7.0,1385000.0
5413,4,2018,7784,0,0,1,20.73,1373.0,91.1,5.0,876000.0
5414,8,2014,45710,0,1,1,11.8,3498.0,272.0,7.0,2368000.0
5415,3,2017,42000,0,1,1,22.0,1197.0,81.8,5.0,550000.0
5416,4,2013,75995,1,1,2,11.49,4367.0,335.3,5.0,6581000.0
5417,9,2013,57000,1,0,1,19.01,1461.0,108.45,5.0,499000.0
5418,3,2013,85350,1,0,2,22.32,1582.0,126.32,5.0,570000.0
5419,4,2016,82725,0,1,1,14.28,1798.0,138.03,5.0,1199000.0
5420,10,2016,19000,1,1,2,21.76,1995.0,190.0,5.0,2999000.0
5421,3,2018,13900,0,0,1,18.88,1499.0,110.4,5.0,950000.0
5422,6,2014,108000,1,0,1,25.2,1248.0,74.0,5.0,550000.0
5423,2,2016,36000,1,1,1,11.72,2199.0,194.3,7.0,2300000.0
5424,6,2013,62188,1,0,1,17.2,1396.0,53.5,5.0,295000.0
5425,8,2015,58397,1,0,1,24.0,1120.0,70.0,5.0,490000.00000000006
5427,5,2016,30000,0,1,1,22.5,998.0,67.0,5.0,425000.0
5428,8,2018,29907,1,0,1,16.0,2179.0,140.0,7.0,1636000.0
5429,9,2009,46000,1,1,1,16.55,1968.0,147.51,5.0,994999.9999999999
5430,2,2012,65000,1,0,1,20.54,1598.0,103.6,5.0,550000.0
5431,5,2016,22000,1,0,1,24.3,1248.0,88.5,5.0,825000.0
5432,3,2002,99024,0,0,1,17.3,993.0,60.0,5.0,95000.0
5433,8,2016,34952,0,0,1,19.81,1086.0,68.05,5.0,401000.0
5434,8,2019,13913,0,0,1,17.5,1199.0,88.7,5.0,819999.9999999999
5435,3,2014,71000,1,0,2,25.1,1498.0,98.6,5.0,620000.0
5436,3,2012,97000,1,1,1,11.5,2982.0,169.0,7.0,1675000.0
5437,5,2017,21000,1,1,1,16.0,2179.0,140.0,7.0,1650000.0
5440,4,2017,66507,0,1,2,19.0,1199.0,88.7,5.0,543000.0
5441,4,2017,54650,1,1,1,10.91,3198.0,197.0,7.0,3035000.0
5442,6,2014,32000,0,1,1,17.97,1498.0,99.6,5.0,799000.0
5443,4,2011,75378,1,0,1,18.7,1896.0,66.0,5.0,359000.0
5444,3,2012,82697,1,0,1,25.44,936.0,57.6,5.0,190000.0
5445,3,2009,135000,0,1,1,12.1,2362.0,164.7,5.0,470000.0
5446,3,2012,149000,1,0,1,19.01,1461.0,108.45,5.0,725000.0
5447,8,2016,26212,1,1,1,17.9,2143.0,136.0,5.0,2446000.0
5448,11,2014,23500,0,0,2,17.57,1193.0,88.7,5.0,390000.0
5449,4,2013,56127,0,0,1,18.5,1197.0,80.0,5.0,515000.00000000006
5450,10,2015,26000,0,1,1,21.5,1197.0,81.8,5.0,365000.0
5451,9,2016,26000,1,0,1,25.4,1186.0,73.97,5.0,500000.0
5452,9,2009,42000,0,0,1,17.0,1497.0,118.0,5.0,229999.99999999997
5453,11,2001,130000,0,0,2,13.2,1495.0,94.0,5.0,75000.0
5454,8,2009,137148,0,0,2,13.9,1599.0,103.2,5.0,185000.0
5455,9,2010,114703,0,0,1,15.6,1196.0,70.0,5.0,180000.0
5456,8,2014,97439,1,0,1,25.8,1498.0,98.6,5.0,441000.0
5457,3,2006,40000,0,0,1,18.9,998.0,67.1,5.0,200000.0
5459,2,2014,28000,1,1,1,13.0,2987.0,258.0,5.0,3175000.0
5460,2,2015,37500,1,1,1,17.68,1968.0,174.33,5.0,3200000.0
5461,6,2010,37000,1,1,1,13.5,2987.0,282.0,5.0,2100000.0
5462,1,2010,83000,1,0,1,19.3,1248.0,73.9,5.0,275000.0
5463,4,2005,79012,0,0,1,13.4,1794.0,125.0,5.0,264000.0
5464,8,2018,27395,1,0,1,15.4,2179.0,120.0,7.0,1419000.0
5465,7,2017,35362,0,0,1,22.5,998.0,67.04,5.0,385000.0
5466,5,2014,117000,1,0,1,13.0,2982.0,168.5,7.0,1550000.0
5467,10,2010,23000,0,0,1,18.2,1061.0,64.0,5.0,190000.0
5468,8,2014,59508,0,0,1,25.4,624.0,37.48,4.0,126000.0
5469,3,2009,69000,0,0,2,18.5,1197.0,80.0,5.0,240000.0
5470,2,2010,58000,1,1,1,22.69,1995.0,190.0,5.0,1150000.0
5471,7,2014,88511,1,0,1,16.0,2179.0,140.0,7.0,825000.0
5472,11,2011,66000,0,0,1,15.8,1598.0,105.0,5.0,275000.0
5473,5,2009,65000,0,0,2,17.5,1198.0,70.0,5.0,140000.0
5474,4,2015,30676,0,0,1,25.4,624.0,37.5,4.0,290000.0
5476,11,2013,23627,0,1,1,14.8,1598.0,105.0,5.0,475000.0
5477,8,2018,52827,1,1,1,12.7,2179.0,187.7,5.0,4476000.0
5478,8,2015,64465,1,0,1,26.0,1498.0,98.6,5.0,622000.0
5479,3,2018,14000,0,1,1,22.5,999.0,67.0,5.0,450000.0
5480,10,2015,26000,0,0,1,18.9,1197.0,82.0,5.0,425000.0
5481,6,2011,78203,1,1,1,18.1,1991.0,147.9,4.0,550000.0
5482,10,2017,27000,1,0,1,22.54,1396.0,88.73,5.0,695000.0
5484,4,2016,47392,1,0,1,20.5,1582.0,126.2,5.0,1382000.0
5485,10,2016,17362,0,0,1,18.0,1198.0,86.7,5.0,565000.0
5486,8,2016,49716,1,0,1,21.19,1396.0,88.73,5.0,620000.0
5487,5,2014,48000,0,0,1,23.1,998.0,67.04,5.0,325000.0
5488,9,2009,46000,1,1,1,16.55,1968.0,147.51,5.0,850000.0
5489,2,2016,79000,1,0,1,24.8,1396.0,88.7,5.0,725000.0
5490,11,2013,57000,1,0,1,21.8,1461.0,78.0,5.0,461000.00000000006
5491,5,2016,29754,0,0,1,16.2,1199.0,74.0,5.0,530000.0
5492,1,2012,50123,1,0,1,17.0,1405.0,70.0,5.0,190000.0
5493,8,2012,57184,0,0,1,20.36,1197.0,78.9,5.0,309000.0
5494,10,2007,75000,1,1,2,16.46,2993.0,258.0,5.0,950000.0
5495,10,2015,26000,1,1,1,17.01,1582.0,126.2,5.0,1265000.0
5496,5,2016,22129,0,0,1,18.9,1197.0,82.0,5.0,425000.0
5497,6,2011,127887,1,0,1,21.1,1248.0,73.9,5.0,295000.0
5499,6,2011,60634,0,0,1,19.81,1086.0,68.05,5.0,330000.0
5500,6,2014,90000,1,0,1,14.0,2179.0,138.1,7.0,800000.0
5501,9,2009,59000,0,0,1,13.5,1799.0,130.0,5.0,271000.0
